5.653185387083050628e-01,-4.312794418892677561e-01,-3.073752396547726473e-01,-1.368607338992550715e-01,-3.470003585365887822e-01,-3.193346532470299204e-01,6.610070925442262935e-02,-3.593613934599631521e-01,-4.231388155365576331e-01,-3.540540065844002271e-01,2.441403606702224199e-02,-4.329514071384849005e-01,-3.656988953136319220e-01,-6.339522316400507673e-01,-3.016617539178432228e-01,-4.119932614029685469e-01,-3.028968655525894338e-01,-1.486653050164869205e-01,-3.453830542976363271e-01,-1.650700568335339569e-01
-5.655256909760622563e-02,-3.942978498028265610e-01,-4.199494950547094096e-01,-1.229343586309490644e-01,-3.208205375683344518e-01,-3.602598127477500967e-01,-1.298379797827750870e-01,-3.424265096528141816e-01,-3.464773936830712886e-01,-1.960339878475610143e-01,-1.555356496265607458e-01,-4.449098941950490604e-01,-4.202574920600549158e-01,-4.513895572303973092e-01,-8.816346269708910666e-02,-3.697394189821357480e-01,-2.912699265659531855e-01,-2.010778999265860068e-01,-2.332383678295010254e-01,-1.650700568335339569e-01
-3.511230938477747365e-01,-4.436066392514148582e-01,-2.869071932184204532e-01,-5.128728661435170144e-01,-3.470003585365887822e-01,-3.485669100332586257e-01,-1.917133552682059594e-01,-4.016986029778354950e-01,-4.742464301055485665e-01,-3.884061845706696103e-01,-2.198033945171261050e-01,-2.894495624597150374e-01,-4.384436909755292655e-01,-4.818166696320062004e-01,-2.589620956736923829e-01,-4.204440298871350845e-01,-2.796429875793169373e-01,-2.377667163636553449e-01,-3.080014921415912266e-01,-2.360386132238988244e-01
-5.147733853756460976e-01,-5.422242181485913415e-01,-4.506515647092376731e-01,-2.761244865823150318e-01,-3.312924659556361617e-01,-3.193346532470299204e-01,-2.226510430109213956e-01,-4.101660448814100079e-01,-4.486926228210530998e-01,-4.296287981541928591e-01,-2.262301690061826465e-01,-4.927438424213056445e-01,-4.384436909755292655e-01,-5.426708944352239827e-01,-3.728278509914279004e-01,-3.866409559504688787e-01,-3.377776825124981230e-01,-2.482492353456751677e-01,-2.893107110635687040e-01,-2.502323245019718034e-01
-1.711077731671162006e-01,-4.559338366135619047e-01,-4.404175414910615483e-01,-4.571673650702930414e-01,-3.470003585365887822e-01,-3.719527154622415677e-01,-7.311888558779680580e-02,-4.271009286885589229e-01,-4.316567512980561405e-01,-3.677948777789079582e-01,-2.455104924733522431e-01,-4.329514071384849005e-01,-5.111884866374265535e-01,-4.666031134312017548e-01,-3.230115830399186150e-01,-4.119932614029685469e-01,-3.784719689657249919e-01,-1.958366404355760815e-01,-3.703040957349997275e-01,-2.218449019458258453e-01
-3.838531521533489754e-01,-4.312794418892677561e-01,-4.301835182728854790e-01,-4.293146145336810271e-01,-3.679442153111922020e-01,-3.544133613905043334e-01,-2.123384804300162410e-01,-3.847637191706865800e-01,-4.657284943440500591e-01,-4.296287981541928591e-01,-2.712175904295783813e-01,-4.449098941950490604e-01,-4.748160888064779095e-01,-4.057488886279839169e-01,-3.443614121619940072e-01,-3.359363450454695421e-01,-3.610315604857706195e-01,-2.430079758546652702e-01,-3.640738353756589052e-01,-2.596947986873537895e-01
-7.291759825039337284e-02,-5.052426260621502019e-01,-4.097154718365333403e-01,-1.507871091675610786e-01,-3.574722869238904921e-01,-3.017952991752926861e-01,-9.890029204005966468e-02,-4.101660448814100079e-01,-4.146208797750591812e-01,-3.265722641953847094e-01,-1.683891986046738287e-01,-3.492419977425358368e-01,-4.293505915177920906e-01,-5.122437820336150915e-01,-2.660787053810508285e-01,-3.612886504979692104e-01,-3.610315604857706195e-01,-1.905953809445661840e-01,-3.703040957349997275e-01,-1.887262422969888942e-01
-5.655256909760622563e-02,-1.477539025598852973e-01,-1.026947752912511502e-01,-4.571673650702930414e-01,-2.894047524064292665e-01,-2.374843342455895678e-01,-1.401505423636802417e-01,-2.408172068099205254e-01,-3.209235863985758219e-01,1.200060496261173559e-01,-1.362553261593911491e-01,-2.176986401203301336e-01,-1.201852099547285613e-01,-1.927591018167215398e-01,-2.411397533086288500e-02,-3.190348080771364669e-01,-1.401197197396821248e-01,-1.434240455254769953e-01,-1.958568056734559248e-01,-1.130264488139330614e-01
2.527257666632946528e-02,-4.189522445271207096e-01,-4.813536343637658810e-01,-4.014618639970690683e-01,-3.627082511175413471e-01,-3.485669100332586257e-01,-1.865570739777533960e-01,-4.355683705921334359e-01,-4.231388155365576331e-01,-3.884061845706696103e-01,-2.969246883858045472e-01,-4.209929200819207407e-01,-4.839091882642150289e-01,-5.274573382344195371e-01,-3.230115830399186150e-01,-4.373455668554682152e-01,-3.668450299790887437e-01,-2.272841973816355499e-01,-3.391527939382955048e-01,-2.502323245019718034e-01
-4.018753994481909231e-02,-3.326618629920912729e-01,-3.994814486183572710e-01,-3.179036123872330255e-01,-3.470003585365887822e-01,-2.959488478180469784e-01,-1.607756675254905232e-01,-3.678288353635376096e-01,-4.231388155365576331e-01,-3.540540065844002271e-01,-2.326569434952391602e-01,-3.731589718556641566e-01,-3.747919947713690969e-01,-4.513895572303973092e-01,-2.660787053810508285e-01,-3.528378820138026728e-01,-3.319642130191799989e-01,-2.325254568726454474e-01,-3.266922732196138046e-01,-1.887262422969888942e-01
9.089841509168349321e-01,-3.449890603542383194e-01,-3.892474254001812017e-01,7.203489512533491068e-02,-3.155845733746835968e-01,-2.784094937463097441e-01,4.225333768991771689e-03,-3.678288353635376096e-01,-3.209235863985758219e-01,-2.716087794173536740e-01,-1.234017771812780662e-01,-2.296571271768942935e-01,-3.747919947713690969e-01,-3.601082200255705801e-01,3.993551203536333666e-02,-3.528378820138026728e-01,-2.912699265659531855e-01,-1.486653050164869205e-01,-3.391527939382955048e-01,-1.745325310189159429e-01
-1.056476565559676395e-01,-3.326618629920912729e-01,-3.380773093093008552e-01,-2.343453607773970659e-01,-2.894047524064292665e-01,-2.608701396745725098e-01,-4.733747913553394693e-02,-3.170241839420907537e-01,-3.464773936830712886e-01,-2.647383438200998085e-01,-1.234017771812780662e-01,-3.133665365728433572e-01,-2.293024034475745210e-01,-3.753217762263750257e-01,-2.731953150884093295e-01,-3.443871135296361352e-01,-2.796429875793169373e-01,-1.696303429805265384e-01,-3.017712317822504042e-01,-1.839950052042979289e-01
-2.856629772366261477e-01,-5.668786128728855456e-01,-5.018216808001180196e-01,-5.964311177533530017e-01,-3.784161436984939675e-01,-3.544133613905043334e-01,-2.381198868822791137e-01,-4.186334867849844654e-01,-4.827643658670470184e-01,-4.296287981541928591e-01,-2.583640414514652983e-01,-4.927438424213056445e-01,-4.839091882642150289e-01,-5.426708944352239827e-01,-3.372448024546355616e-01,-4.204440298871350845e-01,-3.435911520058162472e-01,-2.115604189086058018e-01,-3.578435750163180273e-01,-2.596947986873537895e-01
